"sum_step.log","jbsteps30pre.log","dec.temperature","sd_steps60","dosage","send","home.location"
0.80804497238281,0.849606618250854,0.0653463964062256,"1",0.9025,"1","0"
0.80804497238281,0.412856931801079,-0.00220934969952126,"1",1.807375,"1","0"
0.80804497238281,1.12579702905681,-0.23382905063351,"0",2.66700625,"1","0"
1.1752887728939,0.863187386640648,-0.00220934969952126,"0",3.4836559375,"0","0"
1.1752887728939,1.08830259456713,-0.137320841911015,"0",3.309473140625,"0","0"
1.1752887728939,1.13546801105729,0.239061172106717,"0",3.14399948359375,"0","0"
1.1752887728939,-1.21352424314403,0.345220201701462,"0",2.98679950941406,"0","0"
1.1752887728939,0.731056297762211,0.316267739084713,"0",2.83745953394336,"0","0"
0.440471505014254,-1.21352424314403,-0.726020915118236,"0",2.69558655724619,"1","1"
0.440471505014254,1.26831238469266,-0.118019200166516,"0",3.51080722938388,"1","1"
0.440471505014254,1.70699805939803,0.18115624687322,"0",4.28526686791469,"0","1"
0.440471505014254,0.644852965072418,0.219759530362218,"0",4.07100352451895,"1","1"
0.440471505014254,0.808017110757921,-0.301384796739257,"0",4.817453348293,"1","1"
0.568857419246265,1.14691526175435,-0.85148158645748,"0",5.52658068087835,"0","0"
0.568857419246265,-1.21352424314403,-0.137320841911015,"0",5.25025164683444,"0","0"
0.568857419246265,-1.21352424314403,0.142552963384222,"0",4.98773906449271,"1","0"
0.568857419246265,1.2993560816641,-0.0215109914440203,"0",5.68835211126808,"1","1"
0.568857419246265,-1.21352424314403,-0.156622483655514,"1",6.35393450570467,"0","1"
0.654811582513897,1.19797825584671,-0.629512706395741,"1",6.03623778041944,"0","0"
0.654811582513897,-1.21352424314403,-0.175924125400013,"1",5.73442589139847,"1","0"
0.654811582513897,0.980927277792592,0.0749972172784751,"1",6.39770459682854,"1","0"
0.654811582513897,0.885402592575619,-0.0890667375497671,"1",7.02781936698712,"1","0"
0.654811582513897,0.0261509778139894,-0.185574946272262,"1",7.62642839863776,"1","0"
-0.16683713475699,-1.21352424314403,-0.185574946272262,"1",8.19510697870587,"1","1"
-0.16683713475699,0.47334428687556,0.0556955755339759,"1",8.73535162977058,"1","0"
-0.16683713475699,-1.21352424314403,0.190807067745469,"1",9.24858404828205,"1","0"
-0.16683713475699,-1.21352424314403,0.287315276467965,"1",9.73615484586795,"1","0"
-0.16683713475699,0.988456439979089,0.161854605128721,"1",10.1993471035745,"0","1"
0.0791574248339693,0.920750253547742,-0.947989795179975,"1",9.68937974839582,"1","0"
0.0791574248339693,0.936613557172942,-0.85148158645748,"1",10.154910760976,"1","0"
0.0791574248339693,-1.21352424314403,-0.774275019479484,"1",10.5971652229272,"1","0"
0.0791574248339693,0.886531345926735,-0.619861885523491,"1",11.0173069617809,"1","1"
0.0791574248339693,0.38309877930852,-0.706719273373737,"1",11.4164416136918,"1","1"
0.148654758486476,-1.21352424314403,-0.745322556862735,"1",11.7956195330072,"1","0"
0.148654758486476,0.812279182945782,-0.504052035056497,"1",12.1558385563569,"1","0"
0.148654758486476,0.226626789865487,-0.388242184589502,"1",12.498046628539,"1","0"
0.148654758486476,1.08769109966744,-0.359289721972754,"1",12.8231442971121,"0","0"
0.148654758486476,0.678286569306445,-0.417194647206251,"1",12.1819870822565,"0","0"
-0.119315890290925,0.0411351788390067,-0.561956960289994,"1",11.5728877281436,"0","0"
-0.119315890290925,1.29416293582441,-0.561956960289994,"1",10.8721567929996,"0","0"
-0.119315890290925,1.18909972152409,-0.542655318545495,"1",10.3285489533496,"1","0"
-0.119315890290925,0.832800061783262,-0.581258602034493,"1",10.6400349569453,"0","0"
-0.119315890290925,0.583114353983269,-0.571607781162244,"1",9.98594666036119,"1","0"
1.26918306497956,1.12579702905681,-0.330337259356005,"1",10.3145627786063,"1","0"
1.26918306497956,-1.21352424314403,-0.0311618123162698,"1",10.748834639676,"1","0"
1.26918306497956,1.1084458831637,0.18115624687322,"1",11.1613929076922,"0","0"
